Genre,Poem,Poem Url
Death,"The dead are for morticians & butchers to touch. Only a gloved hand. Even my son will leave a grounded wren or bat alone like a hot stove. When he spots a monarch in the driveway he stares. It’s dead, I say, you can touch it. The opposite rule: butterflies are too fragile to hold alive, just",https://www.poets.org/poetsorg/poem/holdfast
Death,"{on the occasion of Martin Puryear’s Noblesse O’ (red cedar and aluminum paint) at the Dallas Museum of Art}Perfect for picking up marbles, For finding, lifting, a favoriteBlade of grass, O’ magic elastic straw of the watering hole,Perfected for sucking, water, up, Then miraculously aiming back Around, into the mouth, mod implement",https://www.poets.org/poetsorg/poem/o-noblesse-o
Death,"We walk through clouds wrapped in ancient symbolsWe descend the hill wearing water Maybe we are deadand don’t know itMaybe we are violet flowers and those we long for love onlyour unmade heartsOn attend, on attendWait for Duras and Eminescuto tell us in French then Romanianlight has wounds slow down— memory is",https://www.poets.org/poetsorg/poem/dor
Death,"I was sympathetic to language, but often it shrugged me and kept other lovers. I crawled through the commas of Romanticism and rejected the rhythms, though sometimes at night I could feel a little sad. I could emerge nowinto a new kind of style, but the marketis already flooded and my people have lost",https://www.poets.org/poetsorg/poem/its-hard-be-saint
Death,for my grandfatherWe don’t have heirlooms. Haven’t owned things long enough. We’re hoarding us in our stories.,https://www.poets.org/poetsorg/poem/no-kanye-its-not-were-mentally-prison
Death,"I rose at the dead of night,     And went to the lattice aloneTo look for my Mother’s ghost     Where the ghostly moonlight shone.My friends had failed one by one,     Middle-aged, young, and old,Till the ghosts were warmed to me     Than my friends that had grown cold.I looked and I saw",https://www.poets.org/poetsorg/poem/chilly-night
Death,"junk yard, Goodwill, crushed cans, buy-1-get-1-free, re-runs, dead leaves in the pool, no lifeguard, landlord no English, bounced check, smog check, two—no, need three jobs, back entrance, under the table, no ride after school, loud dogs, mean neighbors, no neighbors, someone died there, FOR RENT sign, up for months, rusted",https://www.poets.org/poetsorg/poem/im-good-person-because-my-childhood-was
Death,"O breathing drum, O cask of darkwaters, O decaying star, mybarking heart, my breaking brother,what will seep into the spaceyour body leaves? O hugeeighteen-muscled ears, oscillatingossicles and cochlea, your busy canalsnow hollow caves of quiet. I have saidyour fur is black, but you aresilvered, rimed with frost.You are the new",https://www.poets.org/poetsorg/poem/zeke
Death,"we won’t tell you where it lies, as in time we might need the minor intimacy of that secret. just creatures, heavy with hope & begging against the grave song inside our living, we have agreed his death is the one cold chord we refuse to endurefrom the sorry endlessness of the blues. & if ever",https://www.poets.org/poetsorg/poem/childs-mole
Death,"Translated from Portuguese by Dan HanrahanI died how many times in the longest night?In the motionless night, heavy and long,I died how many times on the night of calunga?The night does not end and here I amdying again nameless and againdying with each hole openedin the musculature of the person I once was.I died how many times in",https://www.poets.org/poetsorg/poem/night-calunga-bairro-cabula
Death,"Exiled afar from youth and happy love,            If Death should ravish my fond spirit henceI have no doubt but, like a homing dove,            It would return to its dear residence,And through a thousand stars find out the roadBack into the earthly flesh that was its loved abode.",https://www.poets.org/poetsorg/poem/resurgam
Death,"Flame out, you glorious skies, Welcome our brave; Kiss their exultant eyes; Give what they gave.Flash, mailed seraphim, Your burning spears; New days to outflame their dim Heroic years.Thrills their baptismal tread The bright proud air; The embattled plumes outspread Burn upwards there.Flame out, flame out, O Song! Star ring to star; Strong as our hurt is strong Our children are.Their blood",https://www.poets.org/poetsorg/poem/dead-heroes
Death,"My spirit will not haunt the mound            Above my breast,But travel, memory-possessed,To where my tremulous being found            Life largest, best.My phantom-footed shape will go            When nightfall graysHither and thither along the waysI and another used to know            In backward days.And there you’ll find me, if a jot            You still should",https://www.poets.org/poetsorg/poem/my-spirit-will-not-haunt-mound
Death,"The House of Ghosts was bright within,     Aglow and warm and gay,A place my own once loved me in,     That is not there by day:My hound lay drowsing on the floor:     From sunken graves returnedMy folk that I was lonely for     Sat where the hearth-fire burned.There was no lightest echo",https://www.poets.org/poetsorg/poem/house-ghosts
Death,"‘Oh whence do you come, my dear friend, to me,With your golden hair all fallen below your knee,And your face as white as snowdrops on the lea,And your voice as hollow as the hollow sea?’‘From the other world I come back to you:My locks are uncurled with dripping drenching dew,You",https://www.poets.org/poetsorg/poem/poor-ghost
Death,"I am going to die.No such thought has ever occurred to mesince the beginning of my exclusive timein air, when God, having made my mind,first began to wrap it, slowly and continuously,in strips of linen soaked in a special admixtureof rosewater, chicken fat, and pineconesstudded with cloves to stop them",https://www.poets.org/poetsorg/poem/resin
Death,"The body she put into the poem was a dead body, see itsdark outline against the asphalt, see it in its final leap awayfrom what it thought and rightly so was danger, was fire, waselectricity unharnessed from its moment. Now the momentstands. Now the moment is at rest against its",https://www.poets.org/poetsorg/poem/beyond-gazebo
Death,Translated from French by Marilyn Hacker Pour Ali la PointeHere where each day calls out to our sufferingHere where each step chains our desire for hopeHere where everything cries out misfortune violence famineHere where blood is confirmed silently and grief gains groundHe died. Died buried under a pile of rubbleWhile,https://www.poets.org/poetsorg/poem/night-7
Death,"They came like emissaries from a fairy tale. In twilight, framedby wisteria vines that burdened the backyard’s powerlines, they dozedlike cats all summer. Awake, they tussled up and down the honeysuckle,still kits, all muzzle, light feet. This was years after your friendfroze to death on the concrete staircase outside his Florida apartment.Years after you loaded",https://www.poets.org/poetsorg/poem/foxes
Death,"Translated from French by Marilyn HackerFor Eliane, Mireille, and ReginaWe dreamed of a phlegmatic life for",https://www.poets.org/poetsorg/poem/celebration-absent-one
Death,"and in each for such as fall to board reduced to liquid dispute over sight the term means and the term means territory the term me- island budget, its sole discretion reports instrument pursuant to paragraph or subsection session the public powers by section data in the sunshine code; the board shall secure a metadata government, document electric",https://www.poets.org/poetsorg/poem/promesa
Death,"Out of albumen and blood, out of amniotic brine, placental sea-swell, trough, salt-spume and foam, you came to us infinitely far, little traveler, from the other world— skull-keel and heel-hull socketed to pelvic cradle, rib-rigging, bowsprit-spine, driftwood-bone, the ship of you scudding wave after wave of what-might-never-have-been. Memory, stay faithful to this moment,",https://www.poets.org/poetsorg/poem/fugue
Death,"As in green, vert, a royal demesne     stocked with deer. Invert as in tippedas a snow globe, going nowhere in circlesbut not lost, not bereft as the woodwithout deer, waiting for the white antleredbuck, or his does, or any slim yearlingto step along the berm, return. Vertigoas in whirling round,",https://www.poets.org/poetsorg/poem/vert
Death,"How many men have I taken. Swung from the tips of my fingers. Led to a lake of silk-wet sheets. The lovers of gasoline, brick dust, the zenith of this twenty-ninth year. Their hair plastered with late rain. In a red pickup I sit with a black-haired woman who calls",https://www.poets.org/poetsorg/poem/even-when-i-listen-im-lying
Death,"Every day you sink into her To make room for me. When I die, I sink into you, When Xing dies, she sinks Into me, her child dies & Sinks into Xing & the Earth, Who is always ravenous, Swallows us. I don’t know where you’re buried. I don’t know your sons’ names, Only their numbers & fates: #2 was murdered,",https://www.poets.org/poetsorg/poem/dear-nainai
Death,"I'm few deja-vus from repeating my whole life I need to study the shapes of things before death Before declaring myself a better failure: waiting mostly for files to get uploaded or downloaded. My movements are by the book. I will remember history, all of it, before uttering the next sentence And in its",https://www.poets.org/poetsorg/poem/untitled-7
Death,How is it you bring me back to the cliffs   the bright heads of eagles   the vessels of grief in the soil?   I dig for you with a gentle bit of lighter fluid and three miniature rakes   burning only a single speck of dirt to touch,https://www.poets.org/poetsorg/poem/i-hear-dog-who-always-my-death
Death,"Animals come down through stars to reach the valley. A coyote with its nose pressed in a rabbit hole. Two Sandhill cranes as tall as rain, and listening north. And when a cougar screams its human scream, I’m suddenly a child again, awake, the parched air raked by drumfire blasts, window panes all gleam and vast, animals angling through",https://www.poets.org/poetsorg/poem/offering
Death,"Translated from French by Marilyn HackerFor Eliane, Mireille, and ReginaWe dreamed of a phlegmatic life for",https://www.poets.org/poetsorg/poem/celebration-absent-one
Death,Translated from French by Marilyn Hacker Pour Ali la PointeHere where each day calls out to our sufferingHere where each step chains our desire for hopeHere where everything cries out misfortune violence famineHere where blood is confirmed silently and grief gains groundHe died. Died buried under a pile of rubbleWhile,https://www.poets.org/poetsorg/poem/night-7
Death,"	for Kenneka Jenkins and her motherWhat is it about my mother’s face, a bright burn when I think back, her teeth, her immaculate teeththat I seldom saw or knew, her hair like braided black liquorice. I am thinking of my mother’s face,because she is like the mother in",https://www.poets.org/poetsorg/poem/louder-thing
Death,"Here on my lap, in a small plastic bag, my share of your ashes. Let me not squanderthem. Your family blindsided me with this gift.We want to honor your bond they said at the endof your service, which took place, as you'darranged, in a restaurant at the",https://www.poets.org/poetsorg/poem/poof-0
Death,"Smelling of sweet resin the Aleppo pines' shadows grow taller by the hour. Two identical twin boys chase each other through the shadows, the one who's ten minutes older yelling, I'm gonna kill you while the younger one laughs, Kill me, kill me if you can! Day by day these teatime mortars keep pecking at the blast",https://www.poets.org/poetsorg/poem/youth
Death,"When did I know that I’d have to carry it around in order to have it when I need it, say in a pocket,the dark itself not dark enough but needing to be added to, handful by handful if necessary, untilthe way my mother would sit all night in a room without the",https://www.poets.org/poetsorg/poem/night-6
Death,"My brother, wanting to off himself, Took rope into a summer park. Rope, plus a knife For cutting it: a serrated hawkbill, Cushioned grip, with two-inch Curved, ignoble blade The manufacturers in their cruelty call A lightweight Meadowlark. Cruel because the meadowlark Is calm. They’re calm This morning. Sure, they shaggle the corn a bit, But",https://www.poets.org/poetsorg/poem/meadowlark
Death,"And after the black boy is strangled by police, after the protests where the man, his Rottweiler on an iron leash yells, let's go mash up dis city and another crowd bulks, the parents of the murdered beg us not to become the monsters some think we already are—even when the barista shakes",https://www.poets.org/poetsorg/poem/rashan-charles
Death,"Translated from Portuguese by John KeeneTime is an essence I carry within me Time and its strands They've been coiled inside me since my navel was knotted It has as its complementary counterpart The space between time and its options Time, lord of the hours reigns sovereign Subtly, on a silver cord People don't kill time He is the killer. ",https://www.poets.org/poetsorg/poem/time-3
Death,"Everything in the beginning is the same. Clouds let us look at the sun. Words let us watch a man about to be killed. The eye-hollows of his skull see home. When they stone him,he knows what a stone is—each word, a stone:The hole of his nose as dark as the door",https://www.poets.org/poetsorg/poem/jeju-island
Death,"have retired now that the circushas closed, to their watercolors& bowling leagues, their tusk-dugrose gardens, their record collections,their calligraphy—                             say one hasbegun a letter to you, peacock feathergripped in the beautiful gray coilsof its trunk, & she dips it in the inkwell& begins              darling, I have my dead &I have",https://www.poets.org/poetsorg/poem/meanwhile-elephants
Death,"Sombre the night is: And, though we have our lives, we know What sinister threat lurks there.Dragging these anguished limbs, we only know This poison-blasted track opens on our camp— On a little safe sleep.But hark! Joy—joy—strange joy.Lo! Heights of night ringing with unseen larks: Music showering on our upturned listening faces.Death could drop",https://www.poets.org/poetsorg/poem/returning-we-hear-larks
Death," (For Alden March)With dropping sail and pennant That never a wind may reach, They float in sunless waters Beside a sunless beach. Their mighty masts and funnels Are white as driven snow, And with a",https://www.poets.org/poetsorg/poem/white-ships-and-red
Death,"Three hours ago he blundered up the trench,Sliding and poising, groping with his boots;Sometimes he tripped and lurched against the wallsWith hands that pawed the sodden bags of chalk.He couldn't see the man who walked in front;Only he heard the drum and rattle of feetStepping along the trench-boards,—often splashingWretchedly where",https://www.poets.org/poetsorg/poem/working-party
Death,"Shaken from sleep, and numbed and scarce awake,Out in the trench with three hours' watch to take,I blunder through the splashing mirk; and thenHear the gruff muttering voices of the menCrouching in cabins candle-chinked with light.Hark! There's the big bombardment on our rightRumbling and bumping; and the dark's a glareOf",https://www.poets.org/poetsorg/poem/trench-duty
Death,"Someone else used to do this before. Someone responsible, someone who loved me enough to protect me from my own filth piling up. But I’m over 40 now & live alone, & if I don’t remember it's Thursday & rise with the cardinals & bluejays calling up the sun, I’m stuck with what’s left rotting for another week. I",https://www.poets.org/poetsorg/poem/taking-out-trash
Death,"Like burnt-out torches by a sick man’s bed    Gaunt cypress-trees stand round the sun-bleached stone;    Here doth the little night-owl make her throne,And the slight lizard show his jewelled head.And, where the chaliced poppies flame to red,    In the still chamber of yon pyramid    Surely some Old-World Sphinx lurks darkly",https://www.poets.org/poetsorg/poem/grave-shelley
Death,"In misty cerements they wrapped the word My heart had feared so long: dead... dead... I heard But marvelled they could think the thing was true Because death cannot be for such as you. So while they spoke kind words to suit my need Of foolish idle things my heart took heed, Your racquet and worn-out",https://www.poets.org/poetsorg/poem/dead
Death,"Upon his will he binds a radiant chain, For Freedom’s sake he is no longer free. It is his task, the slave of Liberty, With his own blood to wipe away a stain. That pain may cease, he yields his flesh to pain.",https://www.poets.org/poetsorg/poem/peacemaker
Death,"There is no fitter end than this.No need is now to yearn nor sigh. We know the glory that is his,A glory that can never die.Surely you knew it long before,Knew all along that he was made For a swift radiant morning, for ",https://www.poets.org/poetsorg/poem/memoriam-scw-vc
Death,"Of streams that men take honour in The Frenchman looks to three, And each one has for origin The hills of Burgundy; And each has known the quiversOf blood and tears and pain— O gallant bleeding rivers, The Marne,",https://www.poets.org/poetsorg/poem/ballad-french-rivers
Death,"I have been a spendthrift Dropping from lazy fingers Quiet coloured hours, Fluttering away from me Like oak and beech leaves in October.I have lived keenly and wastefully, Like a bush or a sun insect— Lived sensually and thoughtfully, Loving the flesh and the beauty of this world— Green ivy about ruined towers, The out-pouring of the grey sea, And",https://www.poets.org/poetsorg/poem/bondage
Death,"Snow is a strange white word; No ice or frost Has asked of bud or bird For Winter’s cost.Yet ice and frost and snow From earth to sky This Summer land doth know; No man knows why.In all men’s hearts it is: Some spirit old Hath turned with malign kiss Our lives to mould.Red fangs have torn His face, God’s",https://www.poets.org/poetsorg/poem/receiving-first-news-war
Death,"(For Edward J. Wheeler)Within the Jersey City shed The engine coughs and shakes its head. The smoke, a plume of red and white, Waves madly in the face of night. And now the grave incurious stars Gleam on the groaning hurrying",https://www.poets.org/poetsorg/poem/twelve-forty-five-0
Death,"No worst, there is none. Pitched past pitch of grief,More pangs will, schooled at forepangs, wilder wring.Comforter, where, where is your comforting?Mary, mother of us, where is your relief?My cries heave, herds-long; huddle in a main, a chiefWoe, world-sorrow; on an age-old anvil wince and",https://www.poets.org/poetsorg/poem/41-no-worst-there-none-pitched-past-pitch-grief
Death,"‘There’s a footstep coming: look out and see,’     ‘The leaves are falling, the wind is calling;No one cometh across the lea.’—‘There’s a footstep coming: O sister, look.’—     ‘The ripple flashes, the white foam dashes;No one cometh across the brook.’—‘But he promised that he would come:     To-night, to-morrow, in joy or",https://www.poets.org/poetsorg/poem/ghosts-petition
Death,"Death, I say, my heart is bowedUnto thine, O mother! This red gown will make a shroudGood as any other.(I, that would not wait to wearMy own bridal things, In a dress dark as my hairMade my answerings.I, to-night, that",https://www.poets.org/poetsorg/poem/shroud
Death,"Three days into his wake my father has not risen.He remains encased in pine, hollowed- out, his body unsealed, organsharvested, then zipperedshut like a purse. How strange to see one’s face insidea coffin. The son at my most peaceful.The father at his most peaceful. Not even",https://www.poets.org/poetsorg/poem/kissing-my-father
Death,"Caretakers—died in 2009, 2010, 2011,2012, 2013, 2014, 2015, 2016, 2017,one after another.  One didn’t show upbecause her husband was arrested. Most others watched the clock.  Timebreaks for the living eventually and wecan walk out of doors.  The handle oftime’s door is hot for the dying.  Whatuse is a door if you",https://www.poets.org/poetsorg/poem/obit-caretakers
Death,"Everybody is doing trigger warnings now, so To Whom It May Concern, I hated God when my sister died. I didn’t know it was coming, but we were at the hospital in a private room for family, and our pastor was there, the one who baptized me, andhe said Let us pray, and I",https://www.poets.org/poetsorg/poem/god-letter
Death,"Behind the cornfield, we scaled the mountainside            looking for a foothold among the crags,rooting out weeds, trampling on trash,            the trek as if it were a holy crusade:bodies armored, mounted on horses,            banners fluttering in the air.Then one morning, we",https://www.poets.org/poetsorg/poem/bury-pig
Death,"Suddenly, there's nothing to do and too much— the lawn, paths, woods were never so green white blossoms of every size and shape—hydrangea, Chinese dogwood, mock orange spill their glistening—Inside, your photographs and books stand guard in orderly array. Your half of the bed is smooth, the pillows plump, the phone just out of reach beyond it.No one calls early—they remember your late hours. The",https://www.poets.org/poetsorg/poem/summer-solstice
Death,"Memory—died August 3, 2015.  Thedeath was not sudden but slowly over adecade.  I wonder if, when people die,they  hear  a  bell.   Or  if  they  tastesomething sweet, or if they feel a knifecutting them in half, dragging throughthe flesh like sheet cake.  The caretakerwho witnessed my mother’s death quit. She holds the",https://www.poets.org/poetsorg/poem/obit-memory
Death,We were crossing a wide beach toward a blacktop parking lot. I forget now who I was with or where we were going the year The details of that particular beach vacation that summer break. Morning not long after sunrise the day already hot.In the parking lot six women wrestled a package of,https://www.poets.org/poetsorg/poem/essay-love
Death,"The egg is skinned in water, born beforethe body. Salt as a nut, bare with blood,the shallows pink with ache: be arable,bear me towards the water, let me haveyou. I freeze you: cell-throb & wake meinside the afterlife. On that day, death didcome as a white ram. Egg, we slit",https://www.poets.org/poetsorg/poem/freezing-my-eggs
Death," Lo! Death has reared himself a throneIn a strange city lying aloneFar down within the dim West,Wherethe good and the bad and the worst and the best",https://www.poets.org/poetsorg/poem/city-sea
Death," “Seldom we find,” says Solomon Don Dunce,“Half an idea in the profoundest sonnet.Through all the flimsy things we see at onceAs easily as through a Naples",https://www.poets.org/poetsorg/poem/enigma-0
Death,"The noble King of Brentford Was old and very sick, He summon'd his physicians To wait upon him quick; They stepp'd into their coaches And brought their best physick.They cramm'd their gracious master ",https://www.poets.org/poetsorg/poem/king-brentfords-testament-0
Death," GEORGEAUGUSTUSCLOUGH A NATIVE OF LIVERPOOL,",https://www.poets.org/poetsorg/poem/epitaph-church-yard-charleston-south-carolina
Death,"For Sylvia MarloweOut of her left hand fled the stream, from her right the rain puckered the surface, drop by drop, the currentsplayed in a downward daze until it hit the waterfall, churned twigs and leaves, smashed foam over stone:from her fingers slid eddies, bubbles rose, the fugue heaved up against itself, against its ownfalling: digressed",https://www.poets.org/poetsorg/poem/fugue-harpsichord
Death,One morning the spirit of my lover’s uncle returnedthere was no fanfare no terror only a blue silhouette translucent above our bed growing dimI was the sole witness to this specter quiet as the rising sun waking overhead I awakenedcold to see an Aegean blue figure hovering,https://www.poets.org/poetsorg/poem/xi
Death,Really nice meeting you sorryI have to hurry off there’s this thinghappening this thing I must doyou too yes dying is the thingeveryone is not talking about itwhy ruin karaoke night why discolorthe air between you and the bartenderhello what can I get for youit’s miraculous we’re here and thenthe,https://www.poets.org/poetsorg/poem/hello-i-must-be-going
Death,"What words can you wrap arounda dying brother, still dying, even now.A man who has not eaten for a monthsips at water and says, even thirst is a gift.He asks what other gifts God has given him.I’m your gift, his daughter says from a corner.And he smiles and rasps—you can",https://www.poets.org/poetsorg/poem/incantation-0
Death,"If trees fall in a wood and no one hears them,Do they exist except as a page of linesThat words of rapture or grief are written on?They are lines too while alive, pointing awayFrom the primer of damped air and leafmoldThat underlie, or would if certain of themWere not melon",https://www.poets.org/poetsorg/poem/wolfs-trees
Death,"i come from the fire city / fire came and licked up our houses, lapped them up like they were nothing / drank them like the last dribbling water from a concrete fountain / the spigot is too hot to touch with your lips be careful / fire kissed us",https://www.poets.org/poetsorg/poem/i-come-fire-city
Death,"after Yusef KomunyakaaMy black face fades, hiding inside black smoke.I knew they'd use it, dammit: tear gas.I'm grown. I'm fresh.Their clouded assumption eyes me like a runaway, guilty as night, chasing morning. I run this way—the street",https://www.poets.org/poetsorg/poem/facing-us
Death,I was trying to wave to you but you wouldn’t wave back ,https://www.poets.org/poetsorg/poem/elegy-translation
Death,"The Blue Dress—died on August 6, 2015, along with the little blue flowers,all silent. Once the petals looked up. Now small pieces of dust. I wonderwhether they burned the dress or justthe body? I wonder who lifted her upinto the fire? I wonder if her hair",https://www.poets.org/poetsorg/poem/obit
Death,"When we first met, my heart pounded. They said the shock of it was probably what broke his heart. In search of peace, we traveled once to Finland, tasted reindeer heart. It seemed so heartless, how you wanted it to end. I noticed on the nurse who took his pulse a heart tattooed above her collarbone. The",https://www.poets.org/poetsorg/poem/cardiology
Death," i.m. Mark StrandMark came into the room and said, Tom, you have the face of a dog. Alan, you have the face of a horse. And me, I have the face",https://www.poets.org/poetsorg/poem/face-0
Death,"Grandma wondered as I cut her hair if I would mourn her when she died. On the television, a discordant chorus of weeping girls crowded around a white,maternal sheet.She doesn’t believe in the afterlife, only the proper rites.Mother thinks we will be born again. She does not wish to linger in ceremonies, the grave.She",https://www.poets.org/poetsorg/poem/rites
Death,"Ambition—died on August 3, 2015, asudden death. I buried ambition in theforest, next to distress. They used totake walks together until ambitionpushed distress off the embankment.Now, they put a bracelet around myfather’s ankle. The alarm rings whenhe gets too close to the door. Hisambitious nature makes him walk tothe door",https://www.poets.org/poetsorg/poem/obit-ambition
Death,if the body is just a parableabout the body if breathis a leash to hold the mindthen staying alive should beeasier than it is most sickthings become dead thingsat twenty-four my liver was already covered in fatty rot my mother filled a tiny coffin with picture frames,https://www.poets.org/poetsorg/poem/against-dying
Death,how much history is enough history     before we can agreeto flee our daycares      to wash everything away and start overleaving laptops to be lost in the wet along with housecats and Christ’sown mother      even a lobster climbs away from its shell a fewtimes a life      but every time I open,https://www.poets.org/poetsorg/poem/what-seems-joy
Death,"Let me be merry now, ’t is time;     The season is at handFor Christmas rhyme and Christmas chime,     Close up, and form the band.The winter fires still burn as bright,     The lamp-light is as clear,And since the dead are out of sight,     What hinders Christmas cheer?Why think or speak of",https://www.poets.org/poetsorg/poem/christmas-comes-again
Death,"I love it, I love it; and who shall dareTo chide me for loving that old arm-chair?I’ve treasured it long as a sainted prize,I’ve bedew’d it with tears, and embalmed it with sighs;’Tis bound by a thousand bands to my heart;Not a tie will break, not a link will start.Would",https://www.poets.org/poetsorg/poem/old-arm-chair
Death,"Behind disinfected curtains,beyond touch of sunrise devouring the terrible gold of leaves, a man could be his own eternal night. City ",https://www.poets.org/poetsorg/poem/portrait-my-father-pianist
Death,"Somewhere in Nicaragua or Guatemala, it doesn’t matter, his wings ache from so much wax, so much discordin his father’s voice, how oncehe fled the wards of the state through air & sky; so simple and so exact he fell from the clouds, yet no one cared; not the hospitals, not the impoverished nor",https://www.poets.org/poetsorg/poem/beyond-bruegels-shore
Death,The words we use to instill a sense of the ineffable Carry us on a journey that’s mysterious As if your car makes a sudden left turn and accelerates A child in the road leaps into her mother’s embrace A deer becomes a child and you hit the brakes The panjandrum in the driver’s seat,https://www.poets.org/poetsorg/poem/essay-language
Death,"The widower in silk pajamas slides his hand along a glossy blue sleeve,thinking, Water to fabric, rivulet slipped through a needle’s eye.He’s all ripples when he moves, all waves breaking against flesh.He read in the paper the human body is 80 percent water. He is almosta brook when he wanders around the yard, practically a",https://www.poets.org/poetsorg/poem/ss-nevertheless
Death,"If only each line of a poem could be its true beginning. If only each moment could know every other moment and we could hold them all at once the way we wish to, the way we keep imagining we can. I don’t care what anyone says about the impossibility, for I step into the",https://www.poets.org/poetsorg/poem/one-moment-touching-all-others
Death," Time to call out the skirling ghosts, to count like beads on an abacus, your disappointments.This day began with my order Do Not Resuscitate accepted crisply over the phone.Now I also move toward elegy, ask your forgiveness",https://www.poets.org/poetsorg/poem/everything-moving-toward-elegy-season-lost-light
Death,"My words are dust. I who would build a star, I who would touch the heel of the white sun; Staggering up the inaccessible sky, I look upon the dust.The stainless clouds go mounting In shining spires; And a little heap of dust Are my desires.Yet, dwelling long upon these peaks Unchained upon the flickering western sky, I have",https://www.poets.org/poetsorg/poem/dust-0
Death,"Shiitake, velvet foot, hen of the woods, woodear, cloud ear, slippery jack, brown wreathsof Polish borowik dried and hangingin the stalls of a Krakow market—all thesewere years away from the room where I layonce, studying the contours of your sexas if it were some subterranean speciesI’d",https://www.poets.org/poetsorg/poem/introduction-mycology
Death," Since the phlox are dying and the daisies with their bright bodies have shattered in the wind,I go out among these last dancers, cutting to the ground the withered asters, the spent stalks of the lilies, the black rose,and see them as they were in spring, the time of eagerness and blossoms, knowing how they will",https://www.poets.org/poetsorg/poem/gardener
Death," Remember how we took those separate flights imagining the worst: our plane gone down, our children young, alone? I’d leave an hour before you, wait to meet you at your gate, or you’d go first, arrive and rent a car, then meet me at the exit. In between, blue emptiness, our lives suspended where clouds stacked themselves",https://www.poets.org/poetsorg/poem/terminal
Death,"Listen, children: Your father is dead. From his old coats I'll make you little jackets; I'll make you little trousers From his old pants. There'll be in his pockets Things he used to put there, Keys and pennies Covered with tobacco; Dan shall have the pennies To save in his bank; Anne shall have the keys To make a pretty noise with. Life must",https://www.poets.org/poetsorg/poem/lament-0
Death,"The deer is still alive in the roadside grass. In an hour, we'll cut her open,her left hip broken, the bonein her dark body; now the white Camaroshocked in the night and the boywet-faced in the back seat,his parents at a lossby the hood, too youngto",https://www.poets.org/poetsorg/poem/venison
Death,"Throughout the echoing chambers of my brain  I hear your words in mournful cadence toll  Like some slow passing-bell which warns the soulOf sundering darkness. Unrelenting, fainTo batter down resistance, fall again  Stroke after stroke, insistent diastole,  The bitter blows of truth, until the wholeIs hammered into fact made strangely",https://www.poets.org/poetsorg/poem/end-2
Death,"Shame on you for dating a museum:Everything is dead there and nothing is alive.Not everyone who lives to be old embracesthe publicity of it all. I mean, you get up and folkswant to know, How did you get here? What makes yougo? What is the secret? And there is no",https://www.poets.org/poetsorg/poem/ancient-sunlight
